PID,id,Block,Type,Trial,Cue Time,Action,Action Time,Reward,Reward Time,RT,Spin Speed,Craving Rating,Mood Rating,pid_db
58595b56a3149800011e156e,217,2,other,6,1647965497.73,1,1647965498.296,1,1647965502.813,0.5659999847412109,slow,-1.0,-1.0,2
58595b56a3149800011e156e,218,2,other,7,1647965503.846,1,1647965503.996,1,1647965507.016,0.1500000953674316,fast,-1.0,-1.0,2
58595b56a3149800011e156e,219,2,other,8,1647965508.065,1,1647965508.231,1,1647965512.749,0.1659998893737793,slow,-1.0,-1.0,2
58595b56a3149800011e156e,220,2,other,9,1647965513.797,1,1647965514.714,0,1647965519.232,0.9170000553131104,slow,32.0,-1.0,2
58595b56a3149800011e156e,221,2,other,10,1647965523.6,0,1647965525.332,0,1647965528.35,1.7320001125335691,fast,-1.0,-1.0,2
58595b56a3149800011e156e,222,2,other,11,1647965529.401,0,1647965529.967,0,1647965532.984,0.5659999847412109,fast,-1.0,-1.0,2
58595b56a3149800011e156e,223,2,other,12,1647965534.017,1,1647965534.15,0,1647965538.684,0.1330001354217529,slow,-1.0,-1.0,2
58595b56a3149800011e156e,224,2,other,13,1647965539.719,1,1647965540.434,0,1647965543.452,0.7149999141693115,fast,31.0,26.0,2
58595b56a3149800011e156e,225,2,other,14,1647965551.586,0,1647965552.587,1,1647965557.104,1.000999927520752,slow,-1.0,-1.0,2
58595b56a3149800011e156e,226,2,other,15,1647965558.138,0,1647965558.337,1,1647965561.371,0.1989998817443847,fast,-1.0,-1.0,2
58595b56a3149800011e156e,227,2,other,16,1647965562.404,0,1647965562.421,1,1647965565.456,0.0169999599456787,fast,-1.0,-1.0,2
58595b56a3149800011e156e,228,2,other,17,1647965566.489,0,1647965567.772,1,1647965572.289,1.2829999923706057,slow,33.0,30.0,2
58595b56a3149800011e156e,229,2,other,18,1647965580.708,0,1647965581.974,1,1647965586.508,1.2660000324249268,slow,-1.0,-1.0,2
58595b56a3149800011e156e,230,2,other,19,1647965587.542,0,1647965588.193,1,1647965592.709,0.6510000228881836,slow,-1.0,-1.0,2
58595b56a3149800011e156e,231,2,other,20,1647965593.742,0,1647965594.241,1,1647965597.276,0.4989998340606689,fast,-1.0,-1.0,2
58595b56a3149800011e156e,232,2,other,21,1647965598.309,0,1647965598.844,1,1647965601.876,0.5350000858306885,fast,-1.0,-1.0,2
58595b56a3149800011e156e,233,2,other,22,1647965602.927,0,1647965603.493,0,1647965608.027,0.5659999847412109,slow,33.0,25.0,2
58595b56a3149800011e156e,234,2,other,23,1647965614.344,1,1647965615.028,0,1647965619.546,0.6840000152587891,slow,-1.0,-1.0,2
58595b56a3149800011e156e,235,2,other,24,1647965620.596,1,1647965621.229,1,1647965625.763,0.6330001354217529,slow,31.0,-1.0,2
58595b56a3149800011e156e,236,2,other,25,1647965630.03,1,1647965630.597,1,1647965633.614,0.5669999122619629,fast,31.0,26.0,2
58595b56a3149800011e156e,237,2,other,26,1647965639.682,1,1647965640.3,1,1647965643.333,0.6180000305175781,fast,-1.0,-1.0,2
58595b56a3149800011e156e,238,2,other,27,1647965644.382,1,1647965644.866,0,1647965649.384,0.4839999675750732,slow,-1.0,-1.0,2
58595b56a3149800011e156e,239,2,other,28,1647965650.433,0,1647965650.766,1,1647965655.283,0.3329999446868896,slow,-1.0,-1.0,2
58595b56a3149800011e156e,240,2,other,29,1647965656.334,0,1647965656.818,0,1647965659.834,0.4839999675750732,fast,28.0,-1.0,2
58595b56a3149800011e156e,241,2,other,30,1647965665.035,0,1647965665.785,0,1647965670.302,0.75,slow,-1.0,-1.0,2
58595b56a3149800011e156e,242,2,other,31,1647965671.353,1,1647965671.92,0,1647965674.953,0.567000150680542,fast,30.0,25.0,2
58595b56a3149800011e156e,243,2,other,32,1647965680.971,1,1647965681.554,1,1647965686.072,0.5829999446868896,slow,29.0,-1.0,2
58595b56a3149800011e156e,244,2,other,33,1647965690.255,1,1647965690.889,1,1647965695.423,0.6339998245239258,slow,-1.0,-1.0,2
58595b56a3149800011e156e,245,2,other,34,1647965696.457,1,1647965696.689,1,1647965699.724,0.2319998741149902,fast,30.0,29.0,2
58595b56a3149800011e156e,246,2,other,35,1647965708.541,1,1647965709.108,1,1647965712.124,0.567000150680542,fast,-1.0,-1.0,2
58595b56a3149800011e156e,247,2,other,36,1647965713.176,1,1647965714.176,0,1647965718.692,1.0,slow,50.0,-1.0,2
58595b56a3149800011e156e,248,2,other,37,1647965725.86,1,1647965731.327,0,1647965734.362,5.4670000076293945,fast,29.0,-1.0,2
58595b56a3149800011e156e,249,2,other,38,1647965739.263,0,1647965739.912,1,1647965742.945,0.6489999294281006,fast,-1.0,-1.0,2
58595b56a3149800011e156e,250,2,other,39,1647965743.996,0,1647965744.396,1,1647965748.93,0.3999998569488525,slow,-1.0,-1.0,2
58595b56a3149800011e156e,251,2,other,40,1647965749.964,0,1647965750.546,1,1647965753.564,0.5820000171661377,fast,-1.0,-1.0,2
58595b56a3149800011e156e,252,2,other,41,1647965754.598,0,1647965755.047,1,1647965758.081,0.4489998817443847,fast,-1.0,-1.0,2
58595b56a3149800011e156e,253,2,other,42,1647965759.131,0,1647965759.666,1,1647965764.199,0.5349998474121094,slow,30.0,27.0,2
58595b56a3149800011e156e,254,2,other,43,1647965772.683,0,1647965773.25,1,1647965776.267,0.5669999122619629,fast,-1.0,-1.0,2
58595b56a3149800011e156e,255,2,other,44,1647965777.317,0,1647965778.217,1,1647965782.75,0.9000000953674316,slow,-1.0,-1.0,2
58595b56a3149800011e156e,256,2,other,45,1647965783.785,0,1647965783.952,1,1647965788.47,0.1669998168945312,slow,-1.0,-1.0,2
58595b56a3149800011e156e,257,2,other,46,1647965789.519,0,1647965789.735,0,1647965792.769,0.2159998416900634,fast,-1.0,-1.0,2
58595b56a3149800011e156e,258,2,other,47,1647965793.803,0,1647965794.403,1,1647965797.419,0.6000001430511475,fast,30.0,-1.0,2
58595b56a3149800011e156e,259,2,other,48,1647965802.32,0,1647965802.953,1,1647965807.471,0.6330001354217529,slow,-1.0,-1.0,2
58595b56a3149800011e156e,261,2,other,49,1647965808.506,0,1647965809.273,1,1647965812.288,0.7669999599456787,fast,28.0,25.0,2
58595b56a3149800011e156e,263,2,other,50,1647965818.823,0,1647965819.388,0,1647965822.423,0.565000057220459,fast,-1.0,-1.0,2
58595b56a3149800011e156e,265,2,other,51,1647965823.49,0,1647965824.073,0,1647965828.608,0.5829999446868896,slow,29.0,26.0,2
58595b56a3149800011e156e,266,2,other,52,1647965835.575,1,1647965836.242,0,1647965840.759,0.6670000553131104,slow,-1.0,-1.0,2
58595b56a3149800011e156e,267,2,other,53,1647965841.792,1,1647965842.326,1,1647965845.342,0.5339999198913574,fast,-1.0,-1.0,2
58595b56a3149800011e156e,268,2,other,54,1647965846.377,1,1647965846.86,1,1647965851.394,0.4829998016357422,slow,31.0,25.0,2
58595b56a3149800011e156e,269,2,other,55,1647965858.079,1,1647965858.813,0,1647965861.846,0.7339999675750732,fast,29.0,-1.0,2
58595b56a3149800011e156e,270,2,other,56,1647965866.012,1,1647965866.645,0,1647965871.163,0.6329998970031738,slow,-1.0,-1.0,2
58595b56a3149800011e156e,271,2,other,57,1647965872.213,0,1647965872.679,1,1647965877.198,0.4659998416900635,slow,-1.0,-1.0,2
58595b56a3149800011e156e,272,2,other,58,1647965878.247,0,1647965878.93,1,1647965881.948,0.6830000877380371,fast,-1.0,-1.0,2
58595b56a3149800011e156e,273,2,other,59,1647965882.998,0,1647965883.664,1,1647965886.699,0.6660001277923584,fast,-1.0,-1.0,2
58595b56a3149800011e156e,274,2,other,60,1647965887.732,0,1647965888.416,0,1647965892.949,0.68399977684021,slow,29.0,26.0,2
5ca9e89dcb4af3001440da22,174,0,practice,1,1647965333.744,0,1647965335.677,0,1647965338.694,1.933000087738037,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,177,0,practice,2,1647965339.728,0,1647965341.544,1,1647965344.56,1.815999984741211,fast,31.0,-1.0,3
5ca9e89dcb4af3001440da22,179,0,practice,3,1647965349.945,0,1647965351.462,0,1647965355.979,1.5169999599456787,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,181,0,practice,4,1647965357.012,0,1647965358.479,1,1647965363.013,1.4670000076293943,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,183,0,practice,5,1647965364.063,1,1647965365.279,1,1647965368.295,1.2160000801086426,fast,28.0,28.0,3
5ca9e89dcb4af3001440da22,186,1,other,1,1647965380.413,0,1647965382.229,1,1647965385.245,1.815999984741211,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,188,1,other,2,1647965386.296,1,1647965387.028,1,1647965390.062,0.7320001125335693,fast,29.0,-1.0,3
5ca9e89dcb4af3001440da22,190,1,other,3,1647965393.979,0,1647965394.662,1,1647965399.196,0.682999849319458,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,192,1,other,4,1647965400.245,0,1647965401.329,0,1647965405.847,1.0840001106262207,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,194,1,other,5,1647965406.897,0,1647965407.463,0,1647965410.479,0.5659999847412109,fast,27.0,26.0,3
5ca9e89dcb4af3001440da22,196,1,other,6,1647965416.664,1,1647965417.38,1,1647965421.913,0.7160000801086426,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,197,1,other,7,1647965422.963,0,1647965423.463,0,1647965426.48,0.5,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,199,1,other,8,1647965427.53,0,1647965428.213,0,1647965432.73,0.6830000877380371,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,202,1,other,9,1647965433.78,1,1647965434.298,1,1647965438.83,0.5180001258850098,slow,28.0,-1.0,3
5ca9e89dcb4af3001440da22,204,1,other,10,1647965442.796,1,1647965443.613,1,1647965446.646,0.8169999122619629,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,205,1,other,11,1647965447.697,1,1647965448.397,1,1647965451.43,0.7000000476837158,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,207,1,other,12,1647965452.479,1,1647965453.029,1,1647965457.564,0.5499999523162842,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,210,1,other,13,1647965458.597,1,1647965459.38,0,1647965462.413,0.7830002307891846,fast,27.0,27.0,3
5ca9e89dcb4af3001440da22,212,1,other,14,1647965478.863,0,1647965479.597,1,1647965484.114,0.7339999675750732,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,214,1,other,15,1647965485.147,0,1647965485.814,1,1647965488.847,0.6669998168945312,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,215,1,other,16,1647965489.897,0,1647965490.514,1,1647965493.546,0.6169998645782471,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,260,1,other,17,1647965494.58,0,1647965495.181,1,1647965499.697,0.6010000705718994,slow,27.0,27.0,3
5ca9e89dcb4af3001440da22,262,1,other,18,1647965812.853,1,1647965813.653,0,1647965818.187,0.8000001907348633,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,264,1,other,19,1647965819.236,1,1647965819.887,0,1647965824.469,0.6510000228881836,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,309,1,other,20,1647965825.536,1,1647966154.326,0,1647966157.375,328.789999961853,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,311,1,other,21,1647966158.425,0,1647966158.958,1,1647966161.975,0.5329999923706055,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,323,1,other,22,1647966163.025,0,1647966165.924,0,1647966170.442,2.8989999294281006,slow,27.0,27.0,3
5ca9e89dcb4af3001440da22,325,1,other,23,1647966230.725,1,1647966231.425,1,1647966235.941,0.7000000476837158,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,327,1,other,24,1647966236.975,1,1647966237.358,1,1647966241.892,0.3830001354217529,slow,27.0,-1.0,3
5ca9e89dcb4af3001440da22,330,1,other,25,1647966245.724,0,1647966246.575,0,1647966249.592,0.8510000705718994,fast,27.0,26.0,3
5ca9e89dcb4af3001440da22,331,1,other,26,1647966255.957,1,1647966256.625,1,1647966259.642,0.6679999828338623,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,380,1,other,27,1647966260.674,1,1647966488.046,1,1647966492.585,227.3719999790192,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,384,1,other,28,1647966493.637,1,1647966494.263,1,1647966498.796,0.625999927520752,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,388,1,other,29,1647966499.83,1,1647966508.762,1,1647966511.779,8.932000160217285,fast,27.0,-1.0,3
5ca9e89dcb4af3001440da22,390,1,other,30,1647966516.129,1,1647966516.813,1,1647966521.345,0.6840000152587891,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,394,1,other,31,1647966522.395,1,1647966528.179,1,1647966531.196,5.783999919891357,fast,27.0,27.0,3
5ca9e89dcb4af3001440da22,399,1,other,32,1647966537.263,1,1647966539.196,1,1647966543.713,1.933000087738037,slow,29.0,-1.0,3
5ca9e89dcb4af3001440da22,401,1,other,33,1647966550.38,1,1647966551.147,1,1647966555.679,0.7669999599456787,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,405,1,other,34,1647966556.729,1,1647966557.279,0,1647966560.313,0.5499999523162842,fast,28.0,28.0,3
5ca9e89dcb4af3001440da22,408,1,other,35,1647966567.162,1,1647966567.88,1,1647966570.896,0.7180001735687256,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,414,1,other,36,1647966571.946,1,1647966573.747,0,1647966578.279,1.800999879837036,slow,50.0,-1.0,3
5ca9e89dcb4af3001440da22,415,1,other,37,1647966584.263,1,1647966585.013,0,1647966588.03,0.75,fast,27.0,-1.0,3
5ca9e89dcb4af3001440da22,418,1,other,38,1647966591.712,1,1647966592.297,0,1647966595.313,0.5850000381469727,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,420,1,other,39,1647966596.363,1,1647966597.58,0,1647966602.112,1.2170000076293943,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,422,1,other,40,1647966603.146,1,1647966603.747,0,1647966606.763,0.6010000705718994,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,424,1,other,41,1647966607.814,1,1647966608.548,0,1647966611.564,0.7340002059936523,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,429,1,other,42,1647966612.597,0,1647966613.281,1,1647966617.814,0.6840000152587891,slow,27.0,26.0,3
5ca9e89dcb4af3001440da22,431,1,other,43,1647966623.198,1,1647966623.846,0,1647966626.864,0.6480000019073486,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,433,1,other,44,1647966627.897,1,1647966628.063,0,1647966632.58,0.1659998893737793,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,438,1,other,45,1647966633.631,0,1647966635.781,1,1647966641.664,2.1499998569488525,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,439,1,other,46,1647966642.73,0,1647966643.281,0,1647966646.314,0.5509998798370361,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,441,1,other,47,1647966647.348,1,1647966647.514,0,1647966650.531,0.1659998893737793,fast,27.0,-1.0,3
5ca9e89dcb4af3001440da22,444,1,other,48,1647966653.697,1,1647966654.081,0,1647966658.597,0.3840000629425049,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,448,1,other,49,1647966659.647,0,1647966660.214,1,1647966663.248,0.5669999122619629,fast,27.0,27.0,3
5ca9e89dcb4af3001440da22,451,1,other,50,1647966668.749,1,1647966669.431,1,1647966672.448,0.681999921798706,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,456,1,other,51,1647966673.499,1,1647966673.949,0,1647966678.465,0.4499998092651367,slow,26.0,25.0,3
5ca9e89dcb4af3001440da22,460,1,other,52,1647966684.432,0,1647966685.066,0,1647966689.582,0.6340000629425049,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,463,1,other,53,1647966690.631,0,1647966691.031,1,1647966694.049,0.3999998569488525,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,468,1,other,54,1647966695.099,0,1647966695.749,1,1647966700.282,0.6500000953674316,slow,26.0,24.0,3
5ca9e89dcb4af3001440da22,469,1,other,55,1647966705.532,0,1647966706.315,0,1647966709.331,0.7829999923706055,fast,26.0,-1.0,3
5ca9e89dcb4af3001440da22,472,1,other,56,1647966712.765,0,1647966713.682,0,1647966718.214,0.9169998168945312,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,480,1,other,57,1647966719.265,1,1647966728.749,1,1647966733.283,9.483999967575071,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,482,1,other,58,1647966734.316,1,1647966734.865,1,1647966737.899,0.5490000247955322,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,491,1,other,59,1647966738.949,1,1647966753.099,1,1647966756.116,14.150000095367432,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,495,1,other,60,1647966757.149,1,1647966757.599,1,1647966762.116,0.4500000476837158,slow,26.0,24.0,3
5ca9e89dcb4af3001440da22,500,2,money,1,1647966774.133,0,1647966777.499,0,1647966780.533,3.366000175476074,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,504,2,money,2,1647966781.566,0,1647966781.999,1,1647966785.016,0.4330000877380371,fast,26.0,-1.0,3
5ca9e89dcb4af3001440da22,507,2,money,3,1647966789.366,1,1647966790.116,0,1647966794.633,0.75,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,512,2,money,4,1647966795.683,1,1647966796.1,0,1647966800.616,0.4169998168945312,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,513,2,money,5,1647966801.666,1,1647966802.049,0,1647966805.082,0.3830001354217529,fast,25.0,25.0,3
5ca9e89dcb4af3001440da22,517,2,money,6,1647966809.882,0,1647966809.966,1,1647966814.498,0.0840001106262207,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,520,2,money,7,1647966815.534,0,1647966815.916,1,1647966818.949,0.3819999694824219,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,523,2,money,8,1647966820.0,0,1647966820.365,1,1647966824.898,0.3650000095367431,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,526,2,money,9,1647966825.933,0,1647966826.349,1,1647966830.866,0.4159998893737793,slow,25.0,-1.0,3
5ca9e89dcb4af3001440da22,531,2,money,10,1647966834.749,0,1647966835.516,1,1647966838.533,0.7669999599456787,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,534,2,money,11,1647966839.583,0,1647966840.15,1,1647966843.183,0.567000150680542,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,536,2,money,12,1647966844.233,0,1647966844.816,0,1647966849.35,0.5829999446868896,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,539,2,money,13,1647966850.4,0,1647966850.8,0,1647966853.816,0.3999998569488525,fast,25.0,24.0,3
5ca9e89dcb4af3001440da22,543,2,money,14,1647966859.684,0,1647966860.867,0,1647966865.383,1.183000087738037,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,544,2,money,15,1647966866.434,0,1647966866.901,1,1647966869.917,0.4670000076293945,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,601,2,money,16,1647966870.967,0,1647966871.417,0,1647967008.685,0.4500000476837158,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,636,2,money,17,1647967009.735,0,1647967086.602,0,1647967091.135,76.86700010299683,slow,27.0,24.0,3
5ca9e89dcb4af3001440da22,644,2,money,18,1647967100.869,0,1647967101.403,0,1647967111.62,0.5340001583099365,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,647,2,money,19,1647967112.669,1,1647967113.22,1,1647967117.753,0.5510001182556152,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,651,2,money,20,1647967118.803,1,1647967119.219,1,1647967122.235,0.4160001277923584,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,653,2,money,21,1647967123.268,0,1647967123.802,0,1647967126.835,0.5340001583099365,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,662,2,money,22,1647967127.886,0,1647967128.236,1,1647967132.753,0.3500001430511474,slow,25.0,24.0,3
5ca9e89dcb4af3001440da22,664,2,money,23,1647967138.97,0,1647967139.703,0,1647967144.22,0.7330000400543213,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,671,2,money,24,1647967145.27,0,1647967145.921,1,1647967150.454,0.6510000228881836,slow,25.0,-1.0,3
5ca9e89dcb4af3001440da22,676,2,money,25,1647967155.054,0,1647967155.787,1,1647967158.82,0.7330000400543213,fast,25.0,24.0,3
5ca9e89dcb4af3001440da22,678,2,money,26,1647967165.32,0,1647967165.652,1,1647967168.67,0.3320000171661377,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,690,2,money,27,1647967169.719,0,1647967190.554,1,1647967195.104,20.834999799728397,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,692,2,money,28,1647967196.137,0,1647967198.137,1,1647967202.654,2.0,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,695,2,money,29,1647967203.687,1,1647967204.237,0,1647967207.271,0.5499999523162842,fast,25.0,-1.0,3
5ca9e89dcb4af3001440da22,698,2,money,30,1647967211.203,0,1647967211.804,1,1647967216.321,0.6009998321533203,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,723,2,money,31,1647967217.37,0,1647967217.887,1,1647967220.92,0.5170001983642578,fast,25.0,24.0,3
5ca9e89dcb4af3001440da22,726,2,money,32,1647967292.272,0,1647967292.772,1,1647967297.289,0.5,slow,25.0,-1.0,3
5ca9e89dcb4af3001440da22,728,2,money,33,1647967300.555,0,1647967301.122,0,1647967305.639,0.5669999122619629,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,735,2,money,34,1647967306.688,0,1647967316.19,1,1647967319.206,9.502000093460085,fast,25.0,23.0,3
5ca9e89dcb4af3001440da22,737,2,money,35,1647967326.739,0,1647967327.023,1,1647967330.039,0.2839999198913574,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,743,2,money,36,1647967331.072,0,1647967332.09,0,1647967336.623,1.0179998874664309,slow,50.0,-1.0,3
5ca9e89dcb4af3001440da22,747,2,money,37,1647967342.072,0,1647967343.94,0,1647967346.956,1.868000030517578,fast,25.0,-1.0,3
5ca9e89dcb4af3001440da22,751,2,money,38,1647967351.09,0,1647967352.622,1,1647967355.656,1.5320000648498535,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,755,2,money,39,1647967356.689,0,1647967357.173,0,1647967361.706,0.4840002059936523,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,759,2,money,40,1647967362.757,0,1647967364.256,0,1647967367.273,1.499000072479248,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,761,2,money,41,1647967368.307,0,1647967369.341,0,1647967372.357,1.0340001583099363,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,768,2,money,42,1647967373.407,0,1647967374.123,0,1647967378.673,0.7159998416900635,slow,25.0,23.0,3
5ca9e89dcb4af3001440da22,769,2,money,43,1647967385.656,1,1647967386.189,0,1647967389.206,0.5329999923706055,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,772,2,money,44,1647967390.257,1,1647967390.307,1,1647967394.84,0.0499999523162841,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,775,2,money,45,1647967395.89,0,1647967396.306,0,1647967400.84,0.4159998893737793,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,777,2,money,46,1647967401.874,1,1647967402.273,1,1647967405.289,0.3989999294281006,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,779,2,money,47,1647967406.34,0,1647967406.723,0,1647967409.74,0.3830001354217529,fast,25.0,-1.0,3
5ca9e89dcb4af3001440da22,783,2,money,48,1647967413.473,0,1647967414.173,0,1647967418.707,0.7000000476837158,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,784,2,money,49,1647967419.74,0,1647967420.24,1,1647967423.257,0.5,fast,25.0,23.0,3
5ca9e89dcb4af3001440da22,787,2,money,50,1647967430.573,0,1647967432.042,1,1647967435.074,1.4690001010894775,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,793,2,money,51,1647967436.124,0,1647967441.274,1,1647967445.807,5.1499998569488525,slow,25.0,23.0,3
5ca9e89dcb4af3001440da22,795,2,money,52,1647967461.39,0,1647967461.741,1,1647967466.258,0.3509998321533203,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,797,2,money,53,1647967467.308,0,1647967468.191,1,1647967471.225,0.8829998970031738,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,802,2,money,54,1647967472.274,0,1647967473.075,1,1647967477.607,0.8010001182556152,slow,25.0,23.0,3
5ca9e89dcb4af3001440da22,805,2,money,55,1647967483.257,1,1647967483.957,0,1647967486.99,0.7000000476837158,fast,25.0,-1.0,3
5ca9e89dcb4af3001440da22,808,2,money,56,1647967490.858,0,1647967491.591,1,1647967496.124,0.7330000400543213,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,811,2,money,57,1647967497.175,0,1647967497.591,1,1647967502.125,0.4160001277923584,slow,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,812,2,money,58,1647967503.176,0,1647967503.625,0,1647967506.658,0.4489998817443847,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,813,2,money,59,1647967507.692,0,1647967508.112,0,1647967511.142,0.4200000762939453,fast,-1.0,-1.0,3
5ca9e89dcb4af3001440da22,817,2,money,60,1647967512.175,0,1647967513.075,0,1647967517.608,0.9000000953674316,slow,23.0,23.0,3
5c284ae48e845b0001fc40aa,275,0,practice,1,1647965963.095,0,1647965963.961,1,1647965966.981,0.8659999370574951,fast,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,276,0,practice,2,1647965968.015,0,1647965969.602,1,1647965972.636,1.5869998931884766,fast,20.0,-1.0,4
5c284ae48e845b0001fc40aa,277,0,practice,3,1647965978.225,1,1647965979.693,0,1647965984.214,1.4680001735687256,slow,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,278,0,practice,4,1647965985.248,1,1647965985.865,0,1647965990.387,0.6170001029968262,slow,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,279,0,practice,5,1647965991.421,0,1647965993.19,1,1647965996.227,1.7690000534057615,fast,21.0,25.0,4
5c284ae48e845b0001fc40aa,280,1,other,1,1647966009.639,0,1647966010.724,0,1647966013.743,1.0850000381469729,fast,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,281,1,other,2,1647966014.778,1,1647966016.379,1,1647966019.416,1.6009998321533203,fast,23.0,-1.0,4
5c284ae48e845b0001fc40aa,282,1,other,3,1647966024.454,1,1647966026.306,1,1647966030.844,1.8519999980926516,slow,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,283,1,other,4,1647966031.878,1,1647966033.196,1,1647966037.717,1.318000078201294,slow,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,284,1,other,5,1647966038.753,0,1647966041.038,0,1647966044.058,2.2850000858306885,fast,23.0,25.0,4
5c284ae48e845b0001fc40aa,286,1,other,6,1647966051.482,1,1647966052.716,0,1647966057.238,1.2339999675750732,slow,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,287,1,other,7,1647966058.289,0,1647966059.223,0,1647966062.243,0.9340000152587892,fast,-1.0,-1.0,4
5c284ae48e845b0001fc40aa,289,1,other,8,1647966063.277,0,1647966063.712,0,1647966068.232,0.434999942779541,slow,-1.0,-1.0,4
