PID,id,Block,Type,Trial,Cue Time,Action,Action Time,Reward,Reward Time,RT,Spin Speed,Craving Rating,Mood Rating,pid_db,Q_left,Q_right,PE
5c284ae48e845b0001fc40aa,571,2,money,37,1647966930.479,0,1647966933.398,0,1647966936.418,2.9189999103546143,fast,23.0,-1.0,4,0.17210030560670925,0.401306727075895,-0.41103830718076306
5c284ae48e845b0001fc40aa,574,2,money,38,1647966941.489,1,1647966942.857,1,1647966945.877,1.368000030517578,fast,-1.0,-1.0,4,0.21640941675574052,0.7493292147351915,0.598693272924105
5c284ae48e845b0001fc40aa,578,2,money,39,1647966946.928,1,1647966949.53,1,1647966954.052,2.601999998092652,slow,-1.0,-1.0,4,0.2547310342767284,0.8950450164933768,0.25067078526480846
5c284ae48e845b0001fc40aa,580,2,money,40,1647966955.086,1,1647966957.238,0,1647966960.258,2.1519999504089355,fast,-1.0,-1.0,4,0.2878742486482717,0.3747522266885235,-0.8950450164933768
5c284ae48e845b0001fc40aa,584,2,money,41,1647966961.292,1,1647966962.31,1,1647966965.33,1.0179998874664309,fast,-1.0,-1.0,4,0.3165388178898093,0.7382109380391697,0.6252477733114765
5c284ae48e845b0001fc40aa,597,2,money,42,1647966966.381,1,1647966969.284,1,1647966973.822,2.9029998779296875,slow,23.0,25.0,4,0.3413299416653106,0.89038983281882,0.2617890619608303
5c284ae48e845b0001fc40aa,600,2,money,43,1647967003.351,1,1647967005.921,1,1647967008.94,2.569999933242798,fast,-1.0,-1.0,4,0.3627710389611881,0.9541066052970393,0.10961016718118
5c284ae48e845b0001fc40aa,604,2,money,44,1647967009.991,1,1647967011.176,1,1647967015.697,1.18500018119812,slow,-1.0,-1.0,4,0.38131479911560207,0.9807845957037882,0.04589339470296072
5c284ae48e845b0001fc40aa,607,2,money,45,1647967016.732,0,1647967017.486,0,1647967022.039,0.7539999485015869,slow,-1.0,-1.0,4,0.15965517644878852,0.9158161359764982,-0.38131479911560207
5c284ae48e845b0001fc40aa,609,2,money,46,1647967023.073,0,1647967023.405,0,1647967026.425,0.3320000171661377,fast,-1.0,-1.0,4,0.06684706553748557,0.8596268692538381,-0.15965517644878852
